Year,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
British Columbia,"4,502,104","4,566,769","4,630,077","4,707,103","4,776,388","4,859,250","4,929,384","5,010,476","5,094,796","5,155,495","5,202,378","5,319,324"
